persona_id,persona_name,goal,risk,horizon,experience,amount,rank,fund_id,fund_name,category,asset_class,score,match_level,sharpe,sortino,cagr3y,volatility,null_fields
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",2,"DSP_ELSS_Tax_Saver_Fund___Direct_Plan_213","DSP ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",68.73,"medium",1.08,1.94,21.81,12.92,0
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",3,"Baroda_BNP_Paribas_ELSS_Tax_Saver_Fund___Direct_Pl_173","Baroda BNP Paribas ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",55.83,"medium",1.04,1.45,20.87,13.16,0
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",4,"Mirae_Asset_ELSS_Tax_Saver_Fund___Direct_Plan_699","Mirae Asset ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",51.56,"medium",0.92,1.32,18.93,12.6,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",44.83,"medium",1.22,1.95,31.96,18.29,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",2,"Axis_Small_Cap_Fund___Direct_Plan_103","Axis Small Cap Fund - Direct Plan","EQ-SC","Equity",43.23,"medium",0.79,1.11,18.9,14.64,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",61.37,"medium",1.31,1.87,26.91,13.88,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",4,"Tata_Mid_Cap_Fund___Direct_Plan_1062","Tata Mid Cap Fund - Direct Plan","EQ-MC","Equity",53.13,"medium",1.1,1.51,23.88,14.52,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",5,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",69.44,"medium",1.68,2.59,20.87,8.29,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",6,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",68.7,"medium",1.55,2.48,23.28,9.54,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",7,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",62.81,"medium",1.45,2.23,21.13,9.66,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",8,"Bandhan_Large___Mid_Cap_Fund___Direct_Plan_130","Bandhan Large & Mid Cap Fund - Direct Plan","EQ-L&MC","Equity",58.59,"medium",1.25,1.72,24.97,13.38,0
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",9,"ICICI_Prudential_Focused_Equity_Fund___Direct_Plan_456","ICICI Prudential Focused Equity Fund - Direct Plan","EQ-FLX","Equity",62.71,"medium",1.29,2.03,24.96,12.53,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",66.53,"medium",1.22,1.95,31.96,18.29,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",2,"Invesco_India_Smallcap_Fund___Direct_Plan_550","Invesco India Smallcap Fund - Direct Plan","EQ-SC","Equity",57.11,"medium",1,1.23,26.56,16.9,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",64.08,"medium",1.31,1.87,26.91,13.88,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",4,"Edelweiss_Mid_Cap_Fund___Direct_Plan_274","Edelweiss Mid Cap Fund - Direct Plan","EQ-MC","Equity",61.99,"medium",1.27,1.64,27.48,15.41,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",5,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",66.24,"medium",1.55,2.48,23.28,9.54,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",6,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",65.4,"medium",1.68,2.59,20.87,8.29,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",7,"CPSE_ETF_207","CPSE ETF","EQ-PSU","Equity",69.88,"medium",1.32,2.09,37.27,21.05,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",8,"Motilal_Oswal_BSE_Enhanced_Value_Index_Fund___Dire_756","Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan","EQ-VAL","Equity",72.29,"high",1.29,2.24,35.85,19.25,0
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",9,"ICICI_Prudential_BHARAT_22_FOF___Direct_Plan_437","ICICI Prudential BHARAT 22 FOF - Direct Plan","EQ-LC","Equity",65.77,"medium",1.21,1.89,28.55,16.57,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",66.31,"medium",1.22,1.95,31.96,18.29,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",2,"Invesco_India_Smallcap_Fund___Direct_Plan_550","Invesco India Smallcap Fund - Direct Plan","EQ-SC","Equity",56.75,"medium",1,1.23,26.56,16.9,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",63.92,"medium",1.31,1.87,26.91,13.88,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",4,"Edelweiss_Mid_Cap_Fund___Direct_Plan_274","Edelweiss Mid Cap Fund - Direct Plan","EQ-MC","Equity",61.76,"medium",1.27,1.64,27.48,15.41,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",5,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",66.09,"medium",1.55,2.48,23.28,9.54,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",6,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",65.31,"medium",1.68,2.59,20.87,8.29,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",7,"CPSE_ETF_207","CPSE ETF","EQ-PSU","Equity",69.67,"medium",1.32,2.09,37.27,21.05,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",8,"Motilal_Oswal_BSE_Enhanced_Value_Index_Fund___Dire_756","Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan","EQ-VAL","Equity",71.99,"high",1.29,2.24,35.85,19.25,0
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",9,"ICICI_Prudential_BHARAT_22_FOF___Direct_Plan_437","ICICI Prudential BHARAT 22 FOF - Direct Plan","EQ-LC","Equity",65.46,"medium",1.21,1.89,28.55,16.57,0
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",53.98,"medium",,,24.95,,3
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",42.38,"medium",,,15.08,,3
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",35.38,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",4,"Bajaj_Finserv_Large_Cap_Fund___Direct_Plan_111","Bajaj Finserv Large Cap Fund - Direct Plan","EQ-LC","Equity",31.72,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",5,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",35.98,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",6,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",35.43,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",7,"Kotak_MNC_Fund___Direct_Plan_603","Kotak MNC Fund - Direct Plan","EQ-MNC","Equity",37.64,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",8,"Helios_Flexi_Cap_Fund___Direct_Plan_411","Helios Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",35.9,"low",,,,,4
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",9,"Bajaj_Finserv_Flexi_Cap_Fund___Direct_Plan_108","Bajaj Finserv Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",35.72,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",53.87,"medium",,,24.95,,3
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",2,"HDFC_BSE_500_ETF_351","HDFC BSE 500 ETF","EQ-FLX","Equity",44.25,"medium",,,16.6,,3
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",3,"Mirae_Asset_Nifty50_Equal_Weight_ETF_721","Mirae Asset Nifty50 Equal Weight ETF","EQ-LC","Equity",36.53,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",4,"Nippon_India_BSE_Sensex_Next_30_ETF_843","Nippon India BSE Sensex Next 30 ETF","EQ-LC","Equity",35.9,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",5,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",34.47,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",6,"Bajaj_Finserv_ELSS_Tax_Saver_Fund___Direct_Plan_107","Bajaj Finserv ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",30.88,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",7,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",42.36,"medium",,,15.08,,3
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",8,"Kotak_MNC_Fund___Direct_Plan_603","Kotak MNC Fund - Direct Plan","EQ-MNC","Equity",37.3,"low",,,,,4
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",9,"HDFC_MNC_Fund___Direct_Plan_371","HDFC MNC Fund - Direct Plan","EQ-MNC","Equity",31.5,"low",,,,,4
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",1,"Franklin_India_Corporate_Debt_Fund___Direct_Plan_174","Franklin India Corporate Debt Fund - Direct Plan","DT-CB","Debt",67.92,"medium",1.32,3.29,8.34,1.36,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",67.5,"medium",1.8,2.55,8.01,0.87,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",3,"Franklin_India_Banking___PSU_Debt_Fund___Direct_Pl_173","Franklin India Banking & PSU Debt Fund - Direct Plan","DT-BK & PSU","Debt",66.94,"medium",1.43,2.32,7.83,0.94,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",4,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",82.43,"high",4.28,6.42,7.68,0.29,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",5,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",82.09,"high",3.66,6.01,7.05,0.19,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",6,"ICICI_Prudential_Floating_Interest_Fund___Direct_P_242","ICICI Prudential Floating Interest Fund - Direct Plan","DT-Floater","Debt",76.49,"high",2.98,5.01,8.48,0.69,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",7,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",74.96,"high",2.61,4.56,8.35,0.7,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",8,"Axis_Treasury_Advantage_Fund___Direct_Plan_65","Axis Treasury Advantage Fund - Direct Plan","DT-LD","Debt",74.95,"high",2.86,4.35,7.7,0.44,0
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",9,"Baroda_BNP_Paribas_Low_Duration_Fund___Direct_Plan_112","Baroda BNP Paribas Low Duration Fund - Direct Plan","DT-LD","Debt",74.27,"high",2.8,3.96,7.62,0.42,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",56.3,"medium",2.21,3.27,8.33,0.83,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",50.8,"medium",1.8,2.55,8.01,0.87,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",3,"Axis_Short_Duration_Fund___Direct_Plan_63","Axis Short Duration Fund - Direct Plan","DT-SD","Debt",50.05,"medium",1.55,2.62,8.18,1.04,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",4,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",66.03,"medium",2.61,4.56,8.35,0.7,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",58.16,"medium",2.5,3.26,7.85,0.55,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",6,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",82.86,"high",4.23,6.5,7.77,0.35,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",7,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",81.56,"high",4.25,6.36,7.78,0.35,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",8,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",82.02,"high",4.28,6.42,7.68,0.29,0
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",9,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",79.54,"high",3.66,6.01,7.05,0.19,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",66.3,"medium",2.21,3.27,8.33,0.83,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",2,"Kotak_Arbitrage_Fund___Direct_Plan_138","Kotak Arbitrage Fund - Direct Plan","HY-AR","Hybrid",75.75,"high",3.84,5.95,7.8,0.39,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",3,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",75.04,"high",4.23,6.5,7.77,0.35,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",4,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",74.4,"high",4.25,6.36,7.78,0.35,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",74.26,"high",4.02,5.98,7.73,0.35,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",6,"Bandhan_Money_Market_Fund___Direct_Plan_96","Bandhan Money Market Fund - Direct Plan","DT-MM","Debt",73.82,"high",3.3,6.08,7.58,0.35,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",7,"Axis_Liquid_Fund___Direct_Plan_56","Axis Liquid Fund - Direct Plan","DT-LIQ","Debt",73.74,"high",3.56,5.46,7.06,0.19,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",8,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",73.48,"high",3.66,6.01,7.05,0.19,0
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",9,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",72.93,"high",4.28,6.42,7.68,0.29,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",1,"Franklin_India_Corporate_Debt_Fund___Direct_Plan_174","Franklin India Corporate Debt Fund - Direct Plan","DT-CB","Debt",67.71,"medium",1.32,3.29,8.34,1.36,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",67.36,"medium",1.8,2.55,8.01,0.87,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",3,"ICICI_Prudential_Banking___PSU_Debt_Fund___Direct__233","ICICI Prudential Banking & PSU Debt Fund - Direct Plan","DT-BK & PSU","Debt",65.36,"medium",1.54,2.06,7.9,0.94,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",4,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",82.54,"high",4.28,6.42,7.68,0.29,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",5,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",82.01,"high",3.66,6.01,7.05,0.19,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",6,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",74.96,"high",2.61,4.56,8.35,0.7,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",7,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",71.56,"high",2.5,3.26,7.85,0.55,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",8,"Axis_Treasury_Advantage_Fund___Direct_Plan_65","Axis Treasury Advantage Fund - Direct Plan","DT-LD","Debt",74.94,"high",2.86,4.35,7.7,0.44,0
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",9,"Mahindra_Manulife_Low_Duration_Fund___Direct_Plan_330","Mahindra Manulife Low Duration Fund - Direct Plan","DT-LD","Debt",74.23,"high",2.91,4,7.71,0.42,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",56.3,"medium",2.21,3.27,8.33,0.83,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",50.8,"medium",1.8,2.55,8.01,0.87,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",3,"Axis_Short_Duration_Fund___Direct_Plan_63","Axis Short Duration Fund - Direct Plan","DT-SD","Debt",50.05,"medium",1.55,2.62,8.18,1.04,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",4,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",66.03,"medium",2.61,4.56,8.35,0.7,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",58.16,"medium",2.5,3.26,7.85,0.55,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",6,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",82.86,"high",4.23,6.5,7.77,0.35,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",7,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",81.56,"high",4.25,6.36,7.78,0.35,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",8,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",82.02,"high",4.28,6.42,7.68,0.29,0
25,"Yield-Seeking Emergency Fund","passive_income","conservative","short","intermediate","medium",9,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",79.54,"high",3.66,6.01,7.05,0.19,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",1,"HDFC_NIFTY_Midcap_150_ETF_393","HDFC NIFTY Midcap 150 ETF","EQ-MC","Equity",40.37,"medium",,,24.24,,3
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",2,"LIC_MF_Nifty_Midcap_100_ETF_669","LIC MF Nifty Midcap 100 ETF","EQ-MC","Equity",17.23,"low",,,,,4
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",3,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",50.01,"medium",1.68,2.59,20.87,8.29,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",4,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",48.89,"medium",1.55,2.48,23.28,9.54,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",5,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",41.29,"medium",1.45,2.23,21.13,9.66,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",6,"Mirae_Asset_Nifty50_Equal_Weight_ETF_721","Mirae Asset Nifty50 Equal Weight ETF","EQ-LC","Equity",26.46,"low",,,,,4
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",7,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",67.26,"medium",4.23,6.5,7.77,0.35,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",8,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",66.09,"medium",4.25,6.36,7.78,0.35,0
26,"New Parent Education Fund","child_education","aggressive","long","beginner","small",9,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",64.95,"medium",4.02,5.98,7.73,0.35,0
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",40.15,"medium",,,24.95,,3
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",29.88,"low",,,15.08,,3
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",24.9,"low",,,,,4
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",4,"DSP_Nifty_Top_10_Equal_Weight_ETF_251","DSP Nifty Top 10 Equal Weight ETF","EQ-LC","Equity",21.06,"low",,,,,4
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",5,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",25.72,"low",,,,,4
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",6,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",25.22,"low",,,,,4
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",7,"ICICI_Prudential_Dy__mic_Asset_Allocation_Active_F_116","ICICI Prudential Dy--mic Asset Allocation Active FoF - Direct Plan","HY-DAA","Hybrid",47.4,"medium",1.44,2.05,14.64,5.33,0
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",8,"ICICI_Prudential_Balanced_Advantage_Fund___Direct__114","ICICI Prudential Balanced Advantage Fund - Direct Plan","HY-DAA","Hybrid",45.85,"medium",1.33,1.89,14.4,5.48,0
27,"Mid-Term Education Planner","child_education","moderate","medium","intermediate","medium",9,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",67.77,"medium",4.23,6.5,7.77,0.35,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",1,"Parag_Parikh_Conservative_Hybrid_Fund___Direct_Pla_188","Parag Parikh Conservative Hybrid Fund - Direct Plan","HY-CH","Hybrid",44.62,"medium",1.51,2.78,11.9,3.1,0
28,"Near-College Education Fund","child_education","conservative","short","experienced","large",2,"ICICI_Prudential_Regular_Savings_Fund___Direct_Pla_123","ICICI Prudential Regular Savings Fund - Direct Plan","HY-CH","Hybrid",41.95,"medium",1.49,2.25,11.12,2.91,0
