persona_id,persona_name,goal,risk,horizon,experience,amount,rank,fund_id,fund_name,category,asset_class,score,match_level,sharpe,sortino,cagr3y,volatility,null_fields,confidence_level,confidence_reason
11,"Young Tax Saver","tax_saving","aggressive","long","beginner","small",4,"SBI_Long_Term_Advantage_Fund_Series_V___Direct_Pla_981","SBI Long Term Advantage Fund Series V - Direct Plan","EQ-ELSS","Equity",68.7,"medium",1.19,1.91,23.73,13.4,0,"high","Fund has 8-year track record and complete performance history."
12,"Mid-Income Tax Optimizer","tax_saving","moderate","medium","intermediate","medium",1,"Zerodha_ELSS_Tax_Saver_Nifty_Large_Midcap_250_Inde_1173","Zerodha ELSS Tax Saver Nifty Large Midcap 250 Index Fund - Direct Plan","EQ-ELSS","Equity",20.69,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
12,"Mid-Income Tax Optimizer","tax_saving","moderate","medium","intermediate","medium",2,"NJ_ELSS_Tax_Saver_Scheme___Direct_Plan_899","NJ ELSS Tax Saver Scheme - Direct Plan","EQ-ELSS","Equity",18.71,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
13,"High Earner Tax Planner","tax_saving","aggressive","long","experienced","large",1,"SBI_ELSS_Tax_Saver_Fund___Direct_Plan_968","SBI ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",76.13,"high",1.29,2.03,24.48,12.91,0,"high","Fund has 10+ year track record and complete performance history."
13,"High Earner Tax Planner","tax_saving","aggressive","long","experienced","large",2,"DSP_ELSS_Tax_Saver_Fund___Direct_Plan_213","DSP ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",65.29,"medium",1.08,1.94,21.81,12.92,0,"high","Fund has 10+ year track record and complete performance history."
13,"High Earner Tax Planner","tax_saving","aggressive","long","experienced","large",3,"Baroda_BNP_Paribas_ELSS_Tax_Saver_Fund___Direct_Pl_173","Baroda BNP Paribas ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",53.04,"medium",1.04,1.45,20.87,13.16,0,"high","Fund has 10+ year track record and complete performance history."
13,"High Earner Tax Planner","tax_saving","aggressive","long","experienced","large",4,"Mirae_Asset_ELSS_Tax_Saver_Fund___Direct_Plan_699","Mirae Asset ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",48.99,"medium",0.92,1.32,18.93,12.6,0,"high","Fund has 10+ year track record and complete performance history."
14,"Conservative Tax Saver","tax_saving","conservative","medium","beginner","medium",1,"HDFC_ELSS_Tax_Saver_Fund___Direct_Plan_361","HDFC ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",74.26,"high",1.29,2.13,21.92,10.97,0,"high","Fund has 10+ year track record and complete performance history."
14,"Conservative Tax Saver","tax_saving","conservative","medium","beginner","medium",2,"SBI_ELSS_Tax_Saver_Fund___Direct_Plan_968","SBI ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",69.22,"medium",1.29,2.03,24.48,12.91,0,"high","Fund has 10+ year track record and complete performance history."
14,"Conservative Tax Saver","tax_saving","conservative","medium","beginner","medium",3,"SBI_Long_Term_Advantage_Fund_Series_V___Direct_Pla_981","SBI Long Term Advantage Fund Series V - Direct Plan","EQ-ELSS","Equity",68.61,"medium",1.19,1.91,23.73,13.4,0,"high","Fund has 8-year track record and complete performance history."
14,"Conservative Tax Saver","tax_saving","conservative","medium","beginner","medium",4,"DSP_ELSS_Tax_Saver_Fund___Direct_Plan_213","DSP ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",68.48,"medium",1.08,1.94,21.81,12.92,0,"high","Fund has 10+ year track record and complete performance history."
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",1,"SBI_ELSS_Tax_Saver_Fund___Direct_Plan_968","SBI ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",76.13,"high",1.29,2.03,24.48,12.91,0,"high","Fund has 10+ year track record and complete performance history."
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",2,"DSP_ELSS_Tax_Saver_Fund___Direct_Plan_213","DSP ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",65.29,"medium",1.08,1.94,21.81,12.92,0,"high","Fund has 10+ year track record and complete performance history."
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",3,"Baroda_BNP_Paribas_ELSS_Tax_Saver_Fund___Direct_Pl_173","Baroda BNP Paribas ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",53.04,"medium",1.04,1.45,20.87,13.16,0,"high","Fund has 10+ year track record and complete performance history."
15,"Experienced Tax Arbitrageur","tax_saving","aggressive","long","experienced","above_10l",4,"Mirae_Asset_ELSS_Tax_Saver_Fund___Direct_Plan_699","Mirae Asset ELSS Tax Saver Fund - Direct Plan","EQ-ELSS","Equity",48.99,"medium",0.92,1.32,18.93,12.6,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",42.59,"medium",1.22,1.95,31.96,18.29,0,"high","Fund has 6-year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",2,"Axis_Small_Cap_Fund___Direct_Plan_103","Axis Small Cap Fund - Direct Plan","EQ-SC","Equity",41.07,"medium",0.79,1.11,18.9,14.64,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",58.31,"medium",1.31,1.87,26.91,13.88,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",4,"Tata_Mid_Cap_Fund___Direct_Plan_1062","Tata Mid Cap Fund - Direct Plan","EQ-MC","Equity",50.47,"medium",1.1,1.51,23.88,14.52,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",5,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",65.97,"medium",1.68,2.59,20.87,8.29,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",6,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",65.27,"medium",1.55,2.48,23.28,9.54,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",7,"DSP_Value_Fund___Direct_Plan_256","DSP Value Fund - Direct Plan","EQ-VAL","Equity",59.67,"medium",1.45,2.23,21.13,9.66,0,"high","Fund has 5-year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",8,"Bandhan_Large___Mid_Cap_Fund___Direct_Plan_130","Bandhan Large & Mid Cap Fund - Direct Plan","EQ-L&MC","Equity",55.66,"medium",1.25,1.72,24.97,13.38,0,"high","Fund has 10+ year track record and complete performance history."
16,"Young Wealth Builder","wealth_creation","aggressive","long","beginner","small",9,"ICICI_Prudential_Focused_Equity_Fund___Direct_Plan_456","ICICI Prudential Focused Equity Fund - Direct Plan","EQ-FLX","Equity",59.58,"medium",1.29,2.03,24.96,12.53,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",63.2,"medium",1.22,1.95,31.96,18.29,0,"high","Fund has 6-year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",2,"Invesco_India_Smallcap_Fund___Direct_Plan_550","Invesco India Smallcap Fund - Direct Plan","EQ-SC","Equity",54.26,"medium",1,1.23,26.56,16.9,0,"high","Fund has 7-year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",60.88,"medium",1.31,1.87,26.91,13.88,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",4,"Edelweiss_Mid_Cap_Fund___Direct_Plan_274","Edelweiss Mid Cap Fund - Direct Plan","EQ-MC","Equity",58.89,"medium",1.27,1.64,27.48,15.41,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",5,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",62.92,"medium",1.55,2.48,23.28,9.54,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",6,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",62.13,"medium",1.68,2.59,20.87,8.29,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",7,"CPSE_ETF_207","CPSE ETF","EQ-PSU","Equity",66.38,"medium",1.32,2.09,37.27,21.05,0,"high","Fund has 10+ year track record and complete performance history."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",8,"Motilal_Oswal_BSE_Enhanced_Value_Index_Fund___Dire_756","Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan","EQ-VAL","Equity",65.24,"medium",1.29,2.24,35.85,19.25,0,"medium","Fund has sufficient track record but limited metric availability."
17,"Mid-Career Wealth Accumulator","wealth_creation","aggressive","long","intermediate","medium",9,"ICICI_Prudential_BHARAT_22_FOF___Direct_Plan_437","ICICI Prudential BHARAT 22 FOF - Direct Plan","EQ-LC","Equity",62.48,"medium",1.21,1.89,28.55,16.57,0,"high","Fund has 7-year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",1,"Bandhan_Small_Cap_Fund___Direct_Plan_150","Bandhan Small Cap Fund - Direct Plan","EQ-SC","Equity",62.99,"medium",1.22,1.95,31.96,18.29,0,"high","Fund has 6-year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",2,"Invesco_India_Smallcap_Fund___Direct_Plan_550","Invesco India Smallcap Fund - Direct Plan","EQ-SC","Equity",53.91,"medium",1,1.23,26.56,16.9,0,"high","Fund has 7-year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",3,"HDFC_Mid_Cap_Fund___Direct_Plan_370","HDFC Mid Cap Fund - Direct Plan","EQ-MC","Equity",60.72,"medium",1.31,1.87,26.91,13.88,0,"high","Fund has 10+ year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",4,"Edelweiss_Mid_Cap_Fund___Direct_Plan_274","Edelweiss Mid Cap Fund - Direct Plan","EQ-MC","Equity",58.67,"medium",1.27,1.64,27.48,15.41,0,"high","Fund has 10+ year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",5,"HDFC_Focused_Fund___Direct_Plan_363","HDFC Focused Fund - Direct Plan","EQ-FLX","Equity",62.79,"medium",1.55,2.48,23.28,9.54,0,"high","Fund has 10+ year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",6,"Parag_Parikh_Flexi_Cap_Fund___Direct_Plan_904","Parag Parikh Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",62.05,"medium",1.68,2.59,20.87,8.29,0,"high","Fund has 10+ year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",7,"CPSE_ETF_207","CPSE ETF","EQ-PSU","Equity",66.18,"medium",1.32,2.09,37.27,21.05,0,"high","Fund has 10+ year track record and complete performance history."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",8,"Motilal_Oswal_BSE_Enhanced_Value_Index_Fund___Dire_756","Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan","EQ-VAL","Equity",64.97,"medium",1.29,2.24,35.85,19.25,0,"medium","Fund has sufficient track record but limited metric availability."
18,"Professional Wealth Creator","wealth_creation","aggressive","long","experienced","large",9,"ICICI_Prudential_BHARAT_22_FOF___Direct_Plan_437","ICICI Prudential BHARAT 22 FOF - Direct Plan","EQ-LC","Equity",62.18,"medium",1.21,1.89,28.55,16.57,0,"high","Fund has 7-year track record and complete performance history."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",36.2,"low",,,24.95,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",2,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",28.42,"low",,,15.08,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",3,"SBI_Nifty50_Equal_Weight_Index_Fund___Direct_Plan_992","SBI Nifty50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",16.92,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",4,"SBI_BSE_Sensex_Index_Fund___Direct_Plan_962","SBI BSE Sensex Index Fund - Direct Plan","EQ-LC","Equity",16.37,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",5,"UTI_Nifty_500_Value_50_Index_Fund___Direct_Plan_1140","UTI Nifty 500 Value 50 Index Fund - Direct Plan","EQ-VAL","Equity",18.93,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",6,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",17.2,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",7,"Kotak_MNC_Fund___Direct_Plan_603","Kotak MNC Fund - Direct Plan","EQ-MNC","Equity",18,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",8,"ITI_Flexi_Cap_Fund___Direct_Plan_556","ITI Flexi Cap Fund - Direct Plan","EQ-FLX","Equity",17.79,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
19,"Moderate Wealth Seeker","wealth_creation","moderate","medium","intermediate","medium",9,"HDFC_MNC_Fund___Direct_Plan_371","HDFC MNC Fund - Direct Plan","EQ-MNC","Equity",17.23,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",1,"HSBC_Multi_Cap_Fund___Direct_Plan_430","HSBC Multi Cap Fund - Direct Plan","EQ-MLC","Equity",36.12,"low",,,24.95,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",2,"HDFC_BSE_500_ETF_351","HDFC BSE 500 ETF","EQ-FLX","Equity",29.67,"low",,,16.6,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",3,"UTI_NIFTY50_Equal_Weight_Index_Fund___Direct_Plan_1141","UTI NIFTY50 Equal Weight Index Fund - Direct Plan","EQ-LC","Equity",17.88,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",4,"Mirae_Asset_Nifty50_Equal_Weight_ETF_721","Mirae Asset Nifty50 Equal Weight ETF","EQ-LC","Equity",17.47,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",5,"Mahindra_Manulife_Value_Fund___Direct_Plan_688","Mahindra Manulife Value Fund - Direct Plan","EQ-VAL","Equity",16.48,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",6,"Baroda_BNP_Paribas_Value_Fund___Direct_Plan_191","Baroda BNP Paribas Value Fund - Direct Plan","EQ-VAL","Equity",16.1,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",7,"Tata_Multicap_Fund___Direct_Plan_1063","Tata Multicap Fund - Direct Plan","EQ-MLC","Equity",28.41,"low",,,15.08,,3,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",8,"Kotak_MNC_Fund___Direct_Plan_603","Kotak MNC Fund - Direct Plan","EQ-MNC","Equity",17.84,"low",,,,,4,"limited_history","Fund is relatively new or lacks sufficient historical performance data."
20,"Conservative Growth","wealth_creation","moderate","long","beginner","small",9,"HDFC_MNC_Fund___Direct_Plan_371","HDFC MNC Fund - Direct Plan","EQ-MNC","Equity",16.83,"low",,,,,4,"limited_history","Fund lacks sufficient historical performance data due to missing critical metrics."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",1,"Franklin_India_Corporate_Debt_Fund___Direct_Plan_174","Franklin India Corporate Debt Fund - Direct Plan","DT-CB","Debt",64.52,"medium",1.32,3.29,8.34,1.36,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",64.12,"medium",1.8,2.55,8.01,0.87,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",3,"Franklin_India_Banking___PSU_Debt_Fund___Direct_Pl_173","Franklin India Banking & PSU Debt Fund - Direct Plan","DT-BK & PSU","Debt",63.59,"medium",1.43,2.32,7.83,0.94,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",4,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",78.31,"high",4.28,6.42,7.68,0.29,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",5,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",77.99,"high",3.66,6.01,7.05,0.19,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",6,"ICICI_Prudential_Floating_Interest_Fund___Direct_P_242","ICICI Prudential Floating Interest Fund - Direct Plan","DT-Floater","Debt",72.67,"high",2.98,5.01,8.48,0.69,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",7,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",71.22,"high",2.61,4.56,8.35,0.7,0,"high","Fund has 7-year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",8,"Axis_Treasury_Advantage_Fund___Direct_Plan_65","Axis Treasury Advantage Fund - Direct Plan","DT-LD","Debt",71.2,"high",2.86,4.35,7.7,0.44,0,"high","Fund has 10+ year track record and complete performance history."
21,"Liquid Emergency Builder","capital_preservation","conservative","short","beginner","small",9,"Baroda_BNP_Paribas_Low_Duration_Fund___Direct_Plan_112","Baroda BNP Paribas Low Duration Fund - Direct Plan","DT-LD","Debt",70.56,"high",2.8,3.96,7.62,0.42,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",53.48,"medium",2.21,3.27,8.33,0.83,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",48.26,"medium",1.8,2.55,8.01,0.87,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",3,"Axis_Short_Duration_Fund___Direct_Plan_63","Axis Short Duration Fund - Direct Plan","DT-SD","Debt",47.55,"medium",1.55,2.62,8.18,1.04,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",4,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",62.73,"medium",2.61,4.56,8.35,0.7,0,"high","Fund has 7-year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Floating_Rate_Fund___Direct__25","Aditya Birla Sun Life Floating Rate Fund - Direct Plan","DT-Floater","Debt",55.25,"medium",2.5,3.26,7.85,0.55,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",6,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",78.72,"high",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",7,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",77.48,"high",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",8,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",77.92,"high",4.28,6.42,7.68,0.29,0,"high","Fund has 10+ year track record and complete performance history."
22,"Stable Income Emergency","passive_income","conservative","short","intermediate","medium",9,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",75.56,"high",3.66,6.01,7.05,0.19,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",1,"ICICI_Prudential_Short_Term_Fund___Direct_Plan_258","ICICI Prudential Short Term Fund - Direct Plan","DT-SD","Debt",62.99,"medium",2.21,3.27,8.33,0.83,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",2,"Kotak_Arbitrage_Fund___Direct_Plan_138","Kotak Arbitrage Fund - Direct Plan","HY-AR","Hybrid",71.96,"high",3.84,5.95,7.8,0.39,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",3,"Tata_Arbitrage_Fund___Direct_Plan_229","Tata Arbitrage Fund - Direct Plan","HY-AR","Hybrid",71.29,"high",4.23,6.5,7.77,0.35,0,"high","Fund has 7-year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",4,"Invesco_India_Arbitrage_Fund___Direct_Plan_127","Invesco India Arbitrage Fund - Direct Plan","HY-AR","Hybrid",70.68,"high",4.25,6.36,7.78,0.35,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",5,"Aditya_Birla_Sun_Life_Arbitrage_Fund___Direct_Plan_4","Aditya Birla Sun Life Arbitrage Fund - Direct Plan","HY-AR","Hybrid",70.55,"high",4.02,5.98,7.73,0.35,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",6,"Bandhan_Money_Market_Fund___Direct_Plan_96","Bandhan Money Market Fund - Direct Plan","DT-MM","Debt",70.13,"high",3.3,6.08,7.58,0.35,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",7,"Axis_Liquid_Fund___Direct_Plan_56","Axis Liquid Fund - Direct Plan","DT-LIQ","Debt",70.05,"high",3.56,5.46,7.06,0.19,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",8,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",69.81,"medium",3.66,6.01,7.05,0.19,0,"high","Fund has 10+ year track record and complete performance history."
23,"Moderate Liquidity Buffer","capital_preservation","moderate","short","intermediate","medium",9,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",69.28,"medium",4.28,6.42,7.68,0.29,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",1,"Franklin_India_Corporate_Debt_Fund___Direct_Plan_174","Franklin India Corporate Debt Fund - Direct Plan","DT-CB","Debt",64.33,"medium",1.32,3.29,8.34,1.36,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",2,"ICICI_Prudential_Corporate_Bond_Fund___Direct_Plan_238","ICICI Prudential Corporate Bond Fund - Direct Plan","DT-CB","Debt",64,"medium",1.8,2.55,8.01,0.87,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",3,"ICICI_Prudential_Banking___PSU_Debt_Fund___Direct__233","ICICI Prudential Banking & PSU Debt Fund - Direct Plan","DT-BK & PSU","Debt",62.09,"medium",1.54,2.06,7.9,0.94,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",4,"Nippon_India_Ultra_Short_Duration_Fund___Direct_Pl_385","Nippon India Ultra Short Duration Fund - Direct Plan","DT-USD","Debt",78.41,"high",4.28,6.42,7.68,0.29,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",5,"Union_Liquid_Fund___Direct_Plan_460","Union Liquid Fund - Direct Plan","DT-LIQ","Debt",77.91,"high",3.66,6.01,7.05,0.19,0,"high","Fund has 10+ year track record and complete performance history."
24,"Large Emergency Reserve","capital_preservation","conservative","short","experienced","large",6,"Kotak_Floating_Rate_Fund___Direct_Plan_300","Kotak Floating Rate Fund - Direct Plan","DT-Floater","Debt",71.21,"high",2.61,4.56,8.35,0.7,0,"high","Fund has 7-year track record and complete performance history."
